Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Revenue,DeliveryDays,ShippingBuckets
04-09-2025,North,Monitor,4,518.43,Store A,Wholesale,0,Alice,2073.72,Online,SAVE10,0,REG100922,Cust 1656,30.86,04-09-2025,4/14/2025,Ryan,2073.72,5,Upper Medium
8/18/2024,North,Tablet,19,181.18,Store A,Wholesale,0.05,Carlos,3270.299,Credit Card,FREESHIP,0,REG100923,Cust 9361,12.04,8/18/2024,8/26/2024,Ryan,3270.299,8,Lower Medium
2/20/2023,Central,Laptop,3,197.17,Store A,Wholesale,0.05,Frank,561.9345,Gift Card,FREESHIP,1,REG100924,Cust 4270,30.29,2/20/2023,2/23/2023,Cameron,0,3,Upper Medium
4/28/2025,North,Laptop,6,81.96,Store D,Wholesale,0.05,Diana,467.172,Credit Card,WINTER15,0,REG100925,Cust 3049,26.43,4/28/2025,05-08-2025,Ryan,467.172,10,Medium
08-10-2023,Central,Printer,3,59.78,Store C,Retail,0,Eva,179.34,Online,SAVE10,0,REG100926,Cust 6415,46.98,08-10-2023,8/13/2023,Cameron,179.34,3,High
6/24/2024,North,Tablet,12,211.66,Store A,Wholesale,0.1,Carlos,2285.928,Credit Card,SAVE10,0,REG100927,Cust 9856,10.36,6/24/2024,6/29/2024,Ryan,2285.928,5,Lower Medium
02-06-2025,East,Laptop,7,241.81,Store C,Wholesale,0.1,Alice,1523.403,Debit Card,FREESHIP,0,REG100930,Cust 7107,32.94,02-06-2025,02-10-2025,Eric,1523.403,4,Upper Medium
3/20/2025,East,Desk,3,466.64,Store A,Retail,0.15,Bob,1189.932,Online,FREESHIP,0,REG100931,Cust 7542,30.33,3/20/2025,3/26/2025,Eric,1189.932,6,Upper Medium
09-10-2024,South,Monitor,9,472.84,Store D,Retail,0.05,Alice,4042.782,Credit Card,WINTER15,0,REG100932,Cust 6330,48.13,09-10-2024,09-12-2024,Sophie,4042.782,2,High
2/20/2025,South,Chair,19,586.49,Store A,Wholesale,0.1,Eva,10028.979,Cash,SAVE10,0,REG100933,Cust 1469,19.85,2/20/2025,03-02-2025,Sophie,10028.979,10,Lower Medium
11-10-2024,East,Laptop,6,62.43,Store A,Wholesale,0,Diana,374.58,Gift Card,WINTER15,0,REG100937,Cust 7891,17.85,11-10-2024,11/18/2024,Eric,374.58,8,Lower Medium
02-04-2025,Central,Tablet,7,569.89,Store D,Wholesale,0.1,Alice,3590.307,Cash,SAVE10,0,REG100938,Cust 3373,26.81,02-04-2025,02-08-2025,Cameron,3590.307,4,Medium
05-05-2024,South,Printer,3,89.72,Store D,Wholesale,0.1,Alice,242.244,Gift Card,WINTER15,0,REG100941,Cust 6920,32.67,05-05-2024,5/13/2024,Sophie,242.244,8,Upper Medium
01-04-2025,South,Chair,2,194.97,Store A,Retail,0,Diana,389.94,Credit Card,SAVE10,0,REG100943,Cust 4189,9.89,01-04-2025,1/14/2025,Sophie,389.94,10,Low
12/23/2024,Central,Printer,12,171.91,Store B,Retail,0.05,Eva,1959.774,Credit Card,WINTER15,0,REG100944,Cust 6267,34.36,12/23/2024,01-02-2025,Cameron,1959.774,10,Upper Medium
08-11-2024,West,Chair,12,248.13,Store A,Retail,0.05,Alice,2828.682,Cash,FREESHIP,0,REG100946,Cust 2789,26.03,08-11-2024,8/17/2024,Wendy,2828.682,6,Medium
11/25/2023,North,Phone,2,482.1,Store C,Retail,0,Carlos,964.2,Online,FREESHIP,0,REG100947,Cust 3527,45.35,11/25/2023,11/30/2023,Ryan,964.2,5,High
03-04-2025,North,Monitor,18,382.01,Store D,Wholesale,0.1,Alice,6188.562,Online,SAVE10,0,REG100948,Cust 9538,36.55,03-04-2025,03-08-2025,Ryan,6188.562,4,Upper Medium
2/21/2025,North,Phone,13,135.98,Store C,Wholesale,0,Frank,1767.74,Online,WINTER15,0,REG100949,Cust 7195,28.35,2/21/2025,03-01-2025,Ryan,1767.74,8,Medium
2/26/2025,East,Desk,9,562.54,Store A,Wholesale,0,Alice,5062.86,Credit Card,FREESHIP,0,REG100950,Cust 8929,30.27,2/26/2025,2/28/2025,Eric,5062.86,2,Upper Medium
3/29/2024,East,Monitor,6,509.48,Store B,Wholesale,0,Alice,3056.88,Debit Card,WINTER15,0,REG100951,Cust 8931,35.92,3/29/2024,04-06-2024,Eric,3056.88,8,Upper Medium
5/24/2024,West,Printer,10,280.8,Store C,Retail,0,Alice,2808,Credit Card,SAVE10,0,REG100953,Cust 6723,49.98,5/24/2024,5/30/2024,Wendy,2808,6,High
10-11-2023,South,Phone,4,408.28,Store A,Retail,0.15,Alice,1388.152,Cash,WINTER15,0,REG100955,Cust 1722,5.38,10-11-2023,10/15/2023,Sophie,1388.152,4,Low
1/25/2024,North,Printer,2,27.43,Store B,Retail,0.15,Frank,46.631,Online,WINTER15,0,REG100956,Cust 1211,6.15,1/25/2024,02-01-2024,Ryan,46.631,7,Low
02-03-2023,East,Phone,11,321.72,Store A,Retail,0.1,Carlos,3185.028,Online,WINTER15,1,REG100957,Cust 9384,17.94,02-03-2023,02-06-2023,Eric,0,3,Lower Medium
07-08-2024,North,Desk,5,186.32,Store A,Wholesale,0.1,Carlos,838.44,Gift Card,WINTER15,0,REG100958,Cust 3809,17.09,07-08-2024,7/14/2024,Ryan,838.44,6,Lower Medium
5/31/2025,South,Monitor,3,390.28,Store B,Retail,0,Frank,1170.84,Online,WINTER15,1,REG100959,Cust 9338,45.22,5/31/2025,06-10-2025,Sophie,0,10,High
11-09-2023,South,Monitor,13,174.9,Store A,Wholesale,0.15,Carlos,1932.645,Online,WINTER15,0,REG100960,Cust 1822,31.26,11-09-2023,11-12-2023,Sophie,1932.645,3,Upper Medium
7/14/2023,North,Chair,12,116.96,Store D,Wholesale,0,Alice,1403.52,Gift Card,WINTER15,0,REG100962,Cust 7088,22.04,7/14/2023,7/22/2023,Ryan,1403.52,8,Medium
11/13/2023,West,Chair,11,323.72,Store A,Wholesale,0.1,Bob,3204.828,Gift Card,WINTER15,0,REG100963,Cust 4969,7.52,11/13/2023,11/15/2023,Wendy,3204.828,2,Low
05-06-2024,South,Printer,20,270.2,Store A,Wholesale,0,Diana,5404,Credit Card,WINTER15,0,REG100965,Cust 6859,6.8,05-06-2024,5/15/2024,Sophie,5404,9,Low
10/17/2024,South,Printer,15,482.08,Store D,Retail,0.1,Eva,6508.08,Debit Card,FREESHIP,1,REG100966,Cust 2800,13.35,10/17/2024,10/19/2024,Sophie,0,2,Lower Medium
1/29/2025,North,Laptop,11,431.51,Store C,Wholesale,0.1,Carlos,4271.949,Debit Card,SAVE10,0,REG100967,Cust 1146,22.83,1/29/2025,02-05-2025,Ryan,4271.949,7,Medium
3/23/2025,Central,Chair,5,302.76,Store D,Wholesale,0,Carlos,1513.8,Gift Card,FREESHIP,1,REG100968,Cust 6447,46.69,3/23/2025,3/29/2025,Cameron,0,6,High
04-11-2024,West,Chair,19,344.92,Store C,Wholesale,0,Eva,6553.48,Cash,WINTER15,0,REG100969,Cust 8519,6.91,04-11-2024,4/20/2024,Wendy,6553.48,9,Low
05-03-2024,Central,Chair,7,511.46,Store C,Retail,0.1,Eva,3222.198,Cash,FREESHIP,0,REG100970,Cust 3422,19.2,05-03-2024,05-12-2024,Cameron,3222.198,9,Lower Medium
10/14/2024,East,Monitor,7,150.6,Store A,Wholesale,0.15,Bob,896.07,Cash,WINTER15,1,REG100971,Cust 9638,15.52,10/14/2024,10/21/2024,Eric,0,7,Lower Medium
02-08-2024,West,Phone,8,158.02,Store C,Wholesale,0.15,Diana,1074.536,Credit Card,FREESHIP,0,REG100972,Cust 6438,47.43,02-08-2024,2/13/2024,Wendy,1074.536,5,High
05-10-2023,Central,Tablet,2,536.18,Store B,Retail,0.1,Frank,965.124,Credit Card,FREESHIP,0,REG100973,Cust 1724,34.75,05-10-2023,5/13/2023,Cameron,965.124,3,Upper Medium
03-03-2023,North,Chair,16,571.26,Store C,Wholesale,0.15,Bob,7769.136,Gift Card,SAVE10,0,REG100974,Cust 7808,6.13,03-03-2023,03-12-2023,Ryan,7769.136,9,Low
5/21/2025,Central,Tablet,12,134.42,Store D,Retail,0.1,Diana,1451.736,Gift Card,FREESHIP,0,REG100975,Cust 3045,33.98,5/21/2025,5/27/2025,Cameron,1451.736,6,Upper Medium
4/30/2025,Central,Laptop,5,563.7,Store A,Retail,0,Bob,2818.5,Online,SAVE10,0,REG100976,Cust 7348,29.28,4/30/2025,05-07-2025,Cameron,2818.5,7,Medium
04-02-2023,North,Phone,11,546.57,Store D,Retail,0.15,Bob,5110.4295,Credit Card,SAVE10,1,REG100977,Cust 5666,24.77,04-02-2023,04-04-2023,Ryan,0,2,Medium
8/26/2024,North,Monitor,9,364.88,Store C,Wholesale,0.05,Bob,3119.724,Cash,SAVE10,0,REG100978,Cust 4002,40.26,8/26/2024,09-05-2024,Ryan,3119.724,10,High
11-10-2023,South,Monitor,7,368.27,Store C,Wholesale,0.15,Carlos,2191.2065,Online,WINTER15,0,REG100979,Cust 6675,28.98,11-10-2023,11/20/2023,Sophie,2191.2065,10,Medium
4/26/2024,South,Phone,3,103.09,Store D,Wholesale,0,Carlos,309.27,Gift Card,SAVE10,1,REG100981,Cust 3471,46.47,4/26/2024,4/30/2024,Sophie,0,4,High
3/30/2023,Central,Tablet,10,338.75,Store A,Wholesale,0.15,Carlos,2879.375,Cash,WINTER15,1,REG100983,Cust 7758,36.56,3/30/2023,04-06-2023,Cameron,0,7,Upper Medium
03-04-2024,North,Desk,2,239.04,Store A,Wholesale,0,Bob,478.08,Debit Card,SAVE10,1,REG100984,Cust 3396,43.84,03-04-2024,03-11-2024,Ryan,0,7,High
07-11-2023,South,Laptop,14,362.44,Store C,Wholesale,0.1,Bob,4566.744,Cash,WINTER15,0,REG100985,Cust 4797,36.73,07-11-2023,7/15/2023,Sophie,4566.744,4,Upper Medium
9/20/2024,West,Monitor,6,551.13,Store D,Retail,0,Carlos,3306.78,Gift Card,FREESHIP,0,REG100986,Cust 1113,14.67,9/20/2024,9/29/2024,Wendy,3306.78,9,Lower Medium
2/18/2025,West,Laptop,1,82.06,Store D,Retail,0.1,Eva,73.854,Credit Card,FREESHIP,0,REG100987,Cust 8843,11.11,2/18/2025,2/24/2025,Wendy,73.854,6,Lower Medium
11/23/2023,East,Chair,2,253.41,Store D,Retail,0.1,Frank,456.138,Cash,FREESHIP,0,REG100989,Cust 9490,49.64,11/23/2023,11/25/2023,Eric,456.138,2,High
09-07-2023,South,Phone,16,144.07,Store D,Wholesale,0.1,Eva,2074.608,Debit Card,FREESHIP,0,REG100990,Cust 8631,7.33,09-07-2023,09-09-2023,Sophie,2074.608,2,Low
05-08-2025,South,Chair,11,585.45,Store D,Wholesale,0.1,Alice,5795.955,Credit Card,WINTER15,0,REG100992,Cust 9636,36.59,05-08-2025,05-12-2025,Sophie,5795.955,4,Upper Medium
1/17/2025,North,Laptop,3,448.77,Store A,Retail,0,Alice,1346.31,Online,FREESHIP,0,REG100993,Cust 7367,28.5,1/17/2025,1/24/2025,Ryan,1346.31,7,Medium
09-02-2023,East,Monitor,9,184.43,Store D,Wholesale,0,Carlos,1659.87,Online,WINTER15,0,REG100994,Cust 1943,30.78,09-02-2023,09-08-2023,Eric,1659.87,6,Upper Medium
6/23/2023,Central,Laptop,16,594.1,Store D,Retail,0,Bob,9505.6,Gift Card,FREESHIP,0,REG100995,Cust 6368,18.2,6/23/2023,07-01-2023,Cameron,9505.6,8,Lower Medium
6/26/2024,East,Chair,20,75.45,Store B,Wholesale,0.05,Eva,1433.55,Credit Card,SAVE10,0,REG100997,Cust 1983,44.77,6/26/2024,07-06-2024,Eric,1433.55,10,High
12-12-2024,Central,Monitor,2,494.22,Store C,Retail,0.1,Carlos,889.596,Gift Card,FREESHIP,0,REG100998,Cust 8723,13.45,12-12-2024,12/17/2024,Cameron,889.596,5,Lower Medium
2/21/2024,East,Laptop,15,112.82,Store B,Wholesale,0.05,Frank,1607.685,Credit Card,WINTER15,0,REG100999,Cust 1901,18.21,2/21/2024,03-01-2024,Eric,1607.685,9,Lower Medium
7/18/2023,East,Desk,3,121.56,Store D,Wholesale,0,Eva,364.68,Debit Card,WINTER15,0,REG101000,Cust 9682,29.06,7/18/2023,7/25/2023,Eric,364.68,7,Medium
10-02-2024,North,Desk,12,465.94,Store D,Wholesale,0,Alice,5591.28,Credit Card,WINTER15,0,REG101001,Cust 5413,34.16,10-02-2024,10-06-2024,Ryan,5591.28,4,Upper Medium
12-01-2024,West,Phone,12,187.8,Store D,Wholesale,0.15,Diana,1915.56,Online,FREESHIP,0,REG101002,Cust 9590,17.74,12-01-2024,12-04-2024,Wendy,1915.56,3,Lower Medium
2/22/2025,West,Printer,7,178.26,Store C,Retail,0.15,Bob,1060.647,Online,FREESHIP,0,REG101004,Cust 4722,44.91,2/22/2025,03-01-2025,Wendy,1060.647,7,High
05-11-2025,West,Monitor,20,552.83,Store D,Retail,0.15,Eva,9398.11,Online,FREESHIP,1,REG101005,Cust 7152,20.5,05-11-2025,5/13/2025,Wendy,0,2,Medium
12/20/2024,Central,Tablet,2,458.25,Store B,Wholesale,0,Eva,916.5,Gift Card,SAVE10,0,REG101006,Cust 7255,25.94,12/20/2024,12/29/2024,Cameron,916.5,9,Medium
4/18/2023,East,Laptop,2,129.43,Store D,Retail,0.05,Alice,245.917,Debit Card,FREESHIP,0,REG101007,Cust 9593,6.91,4/18/2023,4/21/2023,Eric,245.917,3,Low
8/29/2024,East,Printer,19,448.21,Store C,Wholesale,0.1,Alice,7664.391,Debit Card,WINTER15,0,REG101008,Cust 3829,30.71,8/29/2024,09-03-2024,Eric,7664.391,5,Upper Medium
09-03-2023,North,Desk,16,440.48,Store B,Retail,0.05,Frank,6695.296,Cash,FREESHIP,1,REG101009,Cust 2561,26.87,09-03-2023,09-10-2023,Ryan,0,7,Medium
5/19/2025,East,Laptop,8,262.62,Store C,Wholesale,0,Alice,2100.96,Cash,FREESHIP,1,REG101010,Cust 8387,36.73,5/19/2025,5/24/2025,Eric,0,5,Upper Medium
6/18/2023,East,Tablet,15,124.91,Store A,Wholesale,0.1,Eva,1686.285,Gift Card,FREESHIP,0,REG101011,Cust 2860,31.95,6/18/2023,6/26/2023,Eric,1686.285,8,Upper Medium
6/18/2025,West,Monitor,9,391,Store D,Wholesale,0.1,Eva,3167.1,Debit Card,WINTER15,0,REG101012,Cust 7794,46.76,6/18/2025,6/22/2025,Wendy,3167.1,4,High
9/29/2024,South,Laptop,12,204.15,Store C,Retail,0.05,Alice,2327.31,Debit Card,FREESHIP,1,REG101013,Cust 6075,26.4,9/29/2024,10-07-2024,Sophie,0,8,Medium
2/25/2024,East,Laptop,20,13.64,Store C,Retail,0.15,Frank,231.88,Credit Card,SAVE10,0,REG101014,Cust 4337,33.6,2/25/2024,03-04-2024,Eric,231.88,8,Upper Medium
3/21/2024,North,Printer,14,524.9,Store C,Wholesale,0.05,Alice,6981.17,Cash,FREESHIP,1,REG101015,Cust 2540,20.23,3/21/2024,3/30/2024,Ryan,0,9,Medium
02-03-2024,North,Laptop,8,143.95,Store B,Retail,0.1,Diana,1036.44,Cash,SAVE10,0,REG101016,Cust 3944,28.09,02-03-2024,02-09-2024,Ryan,1036.44,6,Medium
11/21/2023,South,Laptop,2,576.84,Store D,Retail,0.1,Frank,1038.312,Credit Card,FREESHIP,0,REG101017,Cust 8876,43.32,11/21/2023,11/24/2023,Sophie,1038.312,3,High
02-06-2023,Central,Phone,7,335.41,Store C,Retail,0,Bob,2347.87,Online,SAVE10,0,REG101019,Cust 4990,18.91,02-06-2023,02-10-2023,Cameron,2347.87,4,Lower Medium
04-10-2025,North,Printer,11,204.5,Store A,Retail,0,Eva,2249.5,Debit Card,WINTER15,0,REG101020,Cust 8706,13.82,04-10-2025,4/20/2025,Ryan,2249.5,10,Lower Medium
09-12-2023,West,Chair,10,419.58,Store A,Wholesale,0.15,Eva,3566.43,Debit Card,FREESHIP,0,REG101023,Cust 3892,13.09,09-12-2023,9/19/2023,Wendy,3566.43,7,Lower Medium
5/17/2023,East,Desk,7,87.88,Store C,Wholesale,0.15,Alice,522.886,Online,WINTER15,1,REG101024,Cust 6979,22.2,5/17/2023,5/26/2023,Eric,0,9,Medium
1/29/2024,West,Printer,7,386.88,Store B,Wholesale,0.05,Carlos,2572.752,Cash,SAVE10,0,REG101025,Cust 9375,38.46,1/29/2024,1/31/2024,Wendy,2572.752,2,Upper Medium
05-09-2025,North,Desk,4,242.8,Store D,Wholesale,0.05,Diana,922.64,Debit Card,FREESHIP,0,REG101026,Cust 9311,30.03,05-09-2025,5/18/2025,Ryan,922.64,9,Upper Medium
08-01-2024,South,Chair,3,10.93,Store D,Wholesale,0.15,Eva,27.8715,Cash,FREESHIP,0,REG101028,Cust 6145,19.01,08-01-2024,08-10-2024,Sophie,27.8715,9,Lower Medium
6/15/2024,East,Chair,1,394.41,Store B,Retail,0.1,Alice,354.969,Gift Card,WINTER15,0,REG101030,Cust 7826,6.37,6/15/2024,6/20/2024,Eric,354.969,5,Low
1/14/2024,East,Monitor,19,407.82,Store D,Retail,0.05,Diana,7361.151,Gift Card,FREESHIP,0,REG101032,Cust 4266,38.98,1/14/2024,1/18/2024,Eric,7361.151,4,Upper Medium
10/31/2024,North,Tablet,16,120.83,Store B,Retail,0.05,Carlos,1836.616,Cash,WINTER15,1,REG101033,Cust 8492,39.64,10/31/2024,11-02-2024,Ryan,0,2,Upper Medium
4/23/2024,West,Printer,7,39.53,Store D,Retail,0.1,Carlos,249.039,Debit Card,WINTER15,0,REG101034,Cust 7354,18.16,4/23/2024,4/29/2024,Wendy,249.039,6,Lower Medium
6/14/2023,South,Tablet,2,224.08,Store A,Retail,0.05,Frank,425.752,Credit Card,WINTER15,0,REG101035,Cust 6672,47.35,6/14/2023,6/20/2023,Sophie,425.752,6,High
2/28/2024,North,Printer,11,382.08,Store D,Wholesale,0.05,Frank,3992.736,Cash,WINTER15,0,REG101036,Cust 5589,5.95,2/28/2024,03-02-2024,Ryan,3992.736,3,Low
3/18/2023,Central,Tablet,20,139.1,Store C,Wholesale,0.05,Carlos,2642.9,Online,FREESHIP,0,REG101038,Cust 7206,30.22,3/18/2023,3/20/2023,Cameron,2642.9,2,Upper Medium
3/21/2023,West,Desk,19,322.35,Store D,Wholesale,0.1,Alice,5512.185,Debit Card,WINTER15,0,REG101039,Cust 1580,30.06,3/21/2023,3/31/2023,Wendy,5512.185,10,Upper Medium
5/28/2024,East,Printer,16,334.55,Store B,Wholesale,0.1,Eva,4817.52,Credit Card,SAVE10,0,REG101040,Cust 5313,37.42,5/28/2024,06-01-2024,Eric,4817.52,4,Upper Medium
3/27/2023,West,Desk,20,332.48,Store B,Wholesale,0,Eva,6649.6,Online,SAVE10,1,REG101041,Cust 4209,7.79,3/27/2023,3/30/2023,Wendy,0,3,Low
10/31/2023,South,Laptop,3,88.26,Store D,Wholesale,0.05,Bob,251.541,Debit Card,FREESHIP,0,REG101043,Cust 6348,46.45,10/31/2023,11-07-2023,Sophie,251.541,7,High
07-11-2023,West,Phone,13,50.51,Store D,Wholesale,0.1,Alice,590.967,Debit Card,WINTER15,0,REG101044,Cust 5210,40.57,07-11-2023,7/18/2023,Wendy,590.967,7,High
5/19/2023,South,Monitor,11,237.99,Store D,Wholesale,0.05,Bob,2486.9955,Debit Card,FREESHIP,0,REG101045,Cust 7325,44.7,5/19/2023,5/28/2023,Sophie,2486.9955,9,High
08-05-2023,North,Chair,7,294.95,Store D,Wholesale,0,Frank,2064.65,Online,FREESHIP,0,REG101046,Cust 5818,15.78,08-05-2023,08-10-2023,Ryan,2064.65,5,Lower Medium
3/24/2023,West,Desk,8,384.3,Store C,Wholesale,0.1,Frank,2766.96,Gift Card,FREESHIP,0,REG101047,Cust 7773,48.83,3/24/2023,04-03-2023,Wendy,2766.96,10,High
2/14/2025,West,Monitor,1,378.35,Store C,Wholesale,0.05,Diana,359.4325,Cash,FREESHIP,0,REG101048,Cust 3960,20.97,2/14/2025,2/17/2025,Wendy,359.4325,3,Medium
12/14/2024,North,Desk,1,461.35,Store D,Retail,0,Bob,461.35,Debit Card,FREESHIP,1,REG101049,Cust 4496,43.74,12/14/2024,12/16/2024,Ryan,0,2,High
6/28/2023,South,Printer,20,354.9,Store A,Wholesale,0,Bob,7098,Gift Card,WINTER15,0,REG101050,Cust 3875,43.24,6/28/2023,07-01-2023,Sophie,7098,3,High
1/24/2023,West,Desk,7,438.41,Store C,Retail,0.1,Diana,2761.983,Debit Card,SAVE10,1,REG101051,Cust 7232,47.77,1/24/2023,1/28/2023,Wendy,0,4,High
04-09-2025,North,Printer,3,238.82,Store C,Retail,0.1,Bob,644.814,Gift Card,WINTER15,0,REG101053,Cust 4537,37.07,04-09-2025,4/18/2025,Ryan,644.814,9,Upper Medium
01-11-2025,North,Tablet,16,332.19,Store C,Retail,0.1,Eva,4783.536,Credit Card,SAVE10,1,REG101054,Cust 6274,34.97,01-11-2025,1/19/2025,Ryan,0,8,Upper Medium
01-04-2025,West,Printer,6,540.54,Store A,Retail,0.05,Carlos,3081.078,Debit Card,SAVE10,0,REG101056,Cust 5002,19.77,01-04-2025,01-10-2025,Wendy,3081.078,6,Lower Medium
10/25/2023,West,Desk,14,147.37,Store D,Wholesale,0.15,Frank,1753.703,Debit Card,WINTER15,1,REG101057,Cust 8551,45.75,10/25/2023,10/31/2023,Wendy,0,6,High
3/16/2023,North,Phone,20,436.32,Store D,Retail,0,Diana,8726.4,Credit Card,FREESHIP,1,REG101059,Cust 6523,37.49,3/16/2023,3/26/2023,Ryan,0,10,Upper Medium
7/26/2023,North,Laptop,18,436.83,Store A,Wholesale,0.1,Bob,7076.646,Credit Card,SAVE10,0,REG101060,Cust 1947,28.8,7/26/2023,08-02-2023,Ryan,7076.646,7,Medium
08-06-2024,East,Printer,18,166.92,Store C,Wholesale,0.05,Alice,2854.332,Gift Card,WINTER15,0,REG101062,Cust 4102,9.35,08-06-2024,8/16/2024,Eric,2854.332,10,Low
4/22/2023,Central,Tablet,1,173.44,Store A,Retail,0,Bob,173.44,Gift Card,FREESHIP,0,REG101065,Cust 4022,32.83,4/22/2023,4/24/2023,Cameron,173.44,2,Upper Medium
02-04-2025,East,Phone,9,256.14,Store A,Retail,0.15,Frank,1959.471,Credit Card,SAVE10,1,REG101066,Cust 8676,5.21,02-04-2025,02-07-2025,Eric,0,3,Low
8/25/2024,Central,Laptop,12,461.3,Store D,Wholesale,0.15,Diana,4705.26,Gift Card,FREESHIP,0,REG101067,Cust 7492,8.6,8/25/2024,09-03-2024,Cameron,4705.26,9,Low
8/30/2023,East,Phone,1,193.08,Store A,Wholesale,0.05,Frank,183.426,Online,SAVE10,0,REG101068,Cust 3150,23.99,8/30/2023,09-05-2023,Eric,183.426,6,Medium
5/13/2025,South,Laptop,6,214.14,Store D,Wholesale,0.05,Diana,1220.598,Cash,FREESHIP,0,REG101070,Cust 8762,44.86,5/13/2025,5/21/2025,Sophie,1220.598,8,High
10/29/2023,North,Phone,4,59.8,Store D,Retail,0.1,Frank,215.28,Online,FREESHIP,0,REG101071,Cust 4004,42.59,10/29/2023,11-06-2023,Ryan,215.28,8,High
06-12-2024,East,Laptop,9,418,Store C,Wholesale,0,Bob,3762,Credit Card,WINTER15,0,REG101072,Cust 2781,30.45,06-12-2024,6/18/2024,Eric,3762,6,Upper Medium
02-02-2023,South,Chair,1,80.96,Store A,Wholesale,0,Bob,80.96,Credit Card,FREESHIP,0,REG101073,Cust 9982,48.07,02-02-2023,02-05-2023,Sophie,80.96,3,High
5/24/2023,West,Monitor,3,366.65,Store D,Wholesale,0,Carlos,1099.95,Credit Card,SAVE10,0,REG101075,Cust 3496,33.6,5/24/2023,5/31/2023,Wendy,1099.95,7,Upper Medium
7/26/2023,East,Monitor,6,344.67,Store D,Wholesale,0.1,Diana,1861.218,Online,SAVE10,1,REG101078,Cust 9053,31.13,7/26/2023,08-01-2023,Eric,0,6,Upper Medium
06-06-2024,Central,Monitor,12,489.14,Store D,Retail,0.15,Bob,4989.228,Online,SAVE10,0,REG101079,Cust 9345,29.31,06-06-2024,6/15/2024,Cameron,4989.228,9,Medium
11-03-2024,North,Printer,17,99.76,Store C,Wholesale,0,Diana,1695.92,Online,FREESHIP,1,REG101081,Cust 1762,21.89,11-03-2024,11/13/2024,Ryan,0,10,Medium
01-10-2023,East,Chair,6,176.52,Store D,Wholesale,0.15,Alice,900.252,Online,FREESHIP,0,REG101083,Cust 8796,16.98,01-10-2023,1/13/2023,Eric,900.252,3,Lower Medium
10/16/2023,East,Tablet,6,485.66,Store D,Wholesale,0.05,Eva,2768.262,Gift Card,FREESHIP,0,REG101084,Cust 6055,30.62,10/16/2023,10/22/2023,Eric,2768.262,6,Upper Medium
3/19/2025,Central,Laptop,8,141.61,Store B,Retail,0.1,Bob,1019.592,Gift Card,WINTER15,0,REG101085,Cust 5779,14.02,3/19/2025,3/24/2025,Cameron,1019.592,5,Lower Medium
12/16/2024,West,Desk,9,215.29,Store C,Wholesale,0.1,Alice,1743.849,Credit Card,WINTER15,0,REG101086,Cust 9330,5.84,12/16/2024,12/19/2024,Wendy,1743.849,3,Low
8/16/2023,West,Laptop,18,497.22,Store B,Wholesale,0.05,Diana,8502.462,Credit Card,WINTER15,0,REG101087,Cust 5374,17.39,8/16/2023,8/20/2023,Wendy,8502.462,4,Lower Medium
01-10-2023,East,Desk,13,347.73,Store B,Wholesale,0.05,Diana,4294.4655,Gift Card,FREESHIP,1,REG101088,Cust 3321,31.81,01-10-2023,1/20/2023,Eric,0,10,Upper Medium
05-09-2025,Central,Chair,3,371.21,Store C,Wholesale,0.1,Eva,1002.267,Gift Card,SAVE10,0,REG101089,Cust 6554,20.02,05-09-2025,5/18/2025,Cameron,1002.267,9,Medium
04-08-2024,East,Printer,12,434.33,Store A,Wholesale,0.15,Bob,4430.166,Cash,FREESHIP,0,REG101090,Cust 6855,15.33,04-08-2024,4/16/2024,Eric,4430.166,8,Lower Medium
5/21/2023,West,Desk,6,294.97,Store A,Wholesale,0.05,Bob,1681.329,Credit Card,WINTER15,0,REG101092,Cust 3320,48.08,5/21/2023,5/29/2023,Wendy,1681.329,8,High
11/23/2023,Central,Phone,12,130.9,Store D,Retail,0.15,Alice,1335.18,Debit Card,SAVE10,0,REG101093,Cust 8177,34.69,11/23/2023,11/30/2023,Cameron,1335.18,7,Upper Medium
3/26/2024,North,Monitor,18,539.98,Store C,Retail,0.15,Eva,8261.694,Cash,FREESHIP,1,REG101094,Cust 1743,34.44,3/26/2024,04-05-2024,Ryan,0,10,Upper Medium
04-06-2023,East,Chair,5,411.24,Store A,Wholesale,0.15,Bob,1747.77,Cash,WINTER15,1,REG101096,Cust 9323,5.35,04-06-2023,04-10-2023,Eric,0,4,Low
12/15/2024,South,Laptop,17,506.38,Store B,Wholesale,0,Carlos,8608.46,Cash,WINTER15,1,REG101098,Cust 5928,33.36,12/15/2024,12/23/2024,Sophie,0,8,Upper Medium
09-03-2023,South,Desk,4,467.45,Store C,Wholesale,0.05,Frank,1776.31,Gift Card,WINTER15,0,REG101100,Cust 8062,25.05,09-03-2023,9/13/2023,Sophie,1776.31,10,Medium
1/29/2023,North,Printer,10,140.5,Store B,Retail,0.15,Carlos,1194.25,Online,FREESHIP,0,REG101101,Cust 8150,43.81,1/29/2023,02-05-2023,Ryan,1194.25,7,High
06-12-2024,North,Phone,8,57.85,Store D,Wholesale,0,Frank,462.8,Online,WINTER15,1,REG101102,Cust 3275,49.82,06-12-2024,6/20/2024,Ryan,0,8,High
